torque,kappa,beta,velocity,x,y
-0.01,0.018041119787037787,0.018041119787037787,0.006556936950437292,2.9999772630854094,-12.00003826409389
2.6622589798165612,6.6324933535085787e-09,6.6324933535085787e-09,0.0022610114844314093,2.9999772509466767,-11.999991386438003
2.6557966716601245,0.018041113154529335,0.018041113154529335,0.00547782835437434,2.9999772336385067,-11.99995922517726
2.656978293731735,1.3265001098188796e-08,1.3265001098188796e-08,0.004885317309789795,2.9999772181297155,-11.999962234031674
2.6613235581886636,0.018041106522006491,0.018041106522006491,0.0027094843018210975,2.9999772105457785,-11.99998955845108
2.6552619955229835,1.9897523224744596e-08,1.9897523224744596e-08,0.005745161757378171,2.99997720464435,-11.999962324549363
2.6600133191391193,0.018041099889469267,0.018041099889469267,0.003374297700648863,2.9999771988246047,-11.999949619856821
2.665021558840755,2.6530059739402184e-08,2.6530059739402184e-08,0.0008719459870613414,2.9999771895840155,-12.000016000997327
2.657186940106281,0.018041093256917658,0.018041093256917658,0.004938149126526877,2.9999771822859853,-12.000038756590865
2.6620170077014644,3.3162610637495742e-08,3.3162610637495742e-08,0.0023709513303014304,2.9999771753496,-12.000042193591337
2.663150330537243,0.018041086624351662,0.018041086624351662,0.0020215985782699266,2.9999771663661194,-11.999963340021703
2.6565192931324777,3.9795175918654149e-08,3.9795175918654149e-08,0.005120323961589127,2.999977155420058,-12.00004692783732
2.663147531067193,0.018041079991771285,0.018041079991771285,0.0018175102681700223,2.9999771492169804,-12.000014186487599
2.656513809712455,4.6427755590610202e-08,4.6427755590610202e-08,0.005120785600531906,2.999977143237693,-11.999986876179722
2.656438382652901,0.018041073359176516,0.018041073359176516,0.005159258413393064,2.9999771349513287,-12.000043157878872
2.662945944167889,5.3060349646963516e-08,5.3060349646963516e-08,0.0019480115710211027,2.999977114665652,-12.000021984533303
2.6533469559491403,0.018041066726567363,0.018041066726567363,0.006704942136288105,2.999977091147411,-11.99995183404268
2.663876358800995,5.9692958085877107e-08,5.9692958085877107e-08,0.0014348162923641975,2.9999770700303903,-11.999961770736668
2.6625263721612824,0.018041060093943823,0.018041060093943823,0.0021160837332405468,2.9999770541558592,-12.000044686297631
2.662907546575912,6.6325580916266965e-08,6.6325580916266965e-08,0.0019184532875457098,2.999977039611528,-12.000003126838012
2.653712785872214,0.018041053461305894,0.018041053461305894,0.006514058988837571,2.9999770271197277,-12.000043973020972
2.664325288406884,7.295821813357521e-08,7.295821813357521e-08,0.0012616139777376055,2.999977006880798,-12.000026422003907
2.654334081093865,0.018041046828653581,0.018041046828653581,0.00620664287055706,2.9999769802743144,-12.000040091091348
2.66137328470928,7.9590869737792063e-08,7.9590869737792063e-08,0.0026943292142984345,2.9999769527871623,-12.000028998540207
2.6575982090425123,0.018041040195986881,0.018041040195986881,0.00487581333967248,2.9999769202789666,-12.000009080508889
2.6555329020092935,8.6223535725979762e-08,8.6223535725979762e-08,0.005611230331484439,2.9999768874110058,-11.999978060486328
2.6577869602302764,0.018041033563305792,0.018041033563305792,0.004482701436492047,2.9999768647449008,-12.00000048591538
2.6519756458861385,9.2856216101021752e-08,9.2856216101021752e-08,0.007385842087667906,2.9999768377685987,-12.000004235571758
2.6528916329514294,0.018041026930610327,0.018041026930610327,0.006931081330906268,2.999976817922617,-12.000035620224345
2.6592835132657453,9.9488910855281238e-08,9.9488910855281238e-08,0.0037502244018269458,2.9999768030408283,-11.999975938873908
2.653935880930598,0.018041020297900473,0.018041020297900473,0.006409726021487949,2.9999767895579033,-11.999970946699872
2.6536450928346222,1.0612162000018153e-07,1.0612162000018153e-07,0.006552839804631865,2.9999767721224875,-12.00000484274158
2.6555038802378967,0.018041013665176235,0.018041013665176235,0.005670372849956906,2.9999767603295306,-11.999955170281936
2.664182760545888,1.1275434352723629e-07,1.1275434352723629e-07,0.0012863814908836027,2.9999767434905213,-12.000012785656267
2.654152967695393,0.018041007032437609,0.018041007032437609,0.00629871682721503,2.999976727765769,-11.999955639424007
2.659378743404558,1.1938708144034298e-07,1.1938708144034298e-07,0.0036811175061742417,2.9999767166241718,-12.000011740556266
2.6598970873178116,0.018041000399684596,0.018041000399684596,0.003421948960388317,2.9999767065330776,-11.999955410808221
2.6667367280697114,1.2601983374263914e-07,1.2601983374263914e-07,6.179010997144277e-06,2.9999766954102625,-11.999980625868018
2.6531562537816686,0.018040993766917198,0.018040993766917198,0.006807502280521111,2.999976668473793,-11.999984900179054
2.6537337047963527,1.326526004316474e-07,1.326526004316474e-07,0.006507016142559629,2.9999766469693143,-11.999955042673578
2.6591792409460693,0.018040987134135412,0.018040987134135412,0.003790567261920972,2.9999766336030844,-11.999963509930682
2.6584864330905447,1.3928538150538282e-07,1.3928538150538282e-07,0.004129738668856831,2.9999766180936884,-11.99997164856892
2.658461134333275,0.018040980501339246,0.018040980501339246,0.004156648372935918,2.9999766026456225,-12.000038487772489
2.657963101119293,1.4591817696016632e-07,1.4591817696016632e-07,0.004399195050123666,2.9999765835911334,-11.999998703125575
2.654982042336069,0.018040973868528692,0.018040973868528692,0.0058953900229896964,2.99997656628809,-11.999968196681603
2.6576182373899697,1.5255098680634887e-07,1.5255098680634887e-07,0.0045718133932423485,2.9999765473094056,-11.999985713853674
2.65315594409759,0.018040967235703753,0.018040967235703753,0.006803672164356816,2.999976535204564,-12.000040675457232
2.6602704604528453,1.5918381103294101e-07,1.5918381103294101e-07,0.003694043493969302,2.9999765222747787,-12.000021074185158
2.656695573857802,0.018040960602864427,0.018040960602864427,0.005033895512706279,2.999976495357002,-12.00001650394786
2.656982932193463,1.6581664964595683e-07,1.6581664964595683e-07,0.004883188152472632,2.999976467761999,-12.000042886391709
2.660814225159077,0.01804095397001072,0.01804095397001072,0.0029675729091949935,2.999976435473068,-11.999992841936614
2.6552955106162557,1.7244950264704292e-07,1.7244950264704292e-07,0.005727644843135374,2.9999764183020763,-11.999969122484247
2.6567169945426152,0.018040947337142618,0.018040947337142618,0.005019195074695437,2.9999764003206613,-12.000042084072733
2.6621812633076707,1.7908237003532078e-07,1.7908237003532078e-07,0.0022878731271728622,2.999976386953487,-12.000043693851246
2.6609572312346716,0.018040940704260138,0.018040940704260138,0.0029175768820299884,2.999976369952745,-11.999955603287201
2.6638720051828453,1.8571525179933602e-07,1.8571525179933602e-07,0.0014392794158162518,2.9999763546663525,-11.999992200016864
2.6550942607750065,0.018040934071363274,0.018040934071363274,0.0058290276677186665,2.9999763319201747,-11.99999638754016
2.652982712798864,1.9234814795275375e-07,1.9234814795275375e-07,0.006887060220431453,2.9999763129618353,-12.000045742223984
2.662319382597834,0.018040927438452026,0.018040927438452026,0.002220338137085544,2.9999762859880508,-12.000041900477532
2.662192882527869,1.9898105849105417e-07,1.9898105849105417e-07,0.0025824589709739832,2.9999762663862946,-12.000011384047681
2.655855672403834,0.018040920805526391,0.018040920805526391,0.005443389649759605,2.999976258568544,-12.000028687487292
2.656470383090579,2.056139834177184e-07,2.056139834177184e-07,0.005182396994442717,2.9999762393769345,-12.000021493853467
2.654834393131238,0.01804091417258637,0.01804091417258637,0.005956490752386278,2.9999762259497453,-12.000011928272258
2.655626473881591,2.1224692272296196e-07,2.1224692272296196e-07,0.005571662875568371,2.999976206531199,-11.999985060558936
2.655510799704454,0.018040907539631966,0.018040907539631966,0.005874839954157509,2.9999761980787056,-12.000040603215435
2.6659457036708964,2.1887987642520581e-07,2.1887987642520581e-07,0.00040168481714031974,2.999976181467088,-11.99995482677908
2.662078129956682,0.01804090090666317,0.01804090090666317,0.002340962007397123,2.999976167947665,-11.99995113444074
2.662864083478844,2.2551284450438671e-07,2.2551284450438671e-07,0.0019449459395200447,2.999976164743211,-12.00004385902416
2.6556082731738684,0.018040894273679994,0.018040894273679994,0.005575254879376697,2.99997615072729,-12.000029504693051
2.6577037814248445,2.3214582696788014e-07,2.3214582696788014e-07,0.004566488121245053,2.9999761392125444,-11.999983146376534
2.656415729809785,0.018040887640682433,0.018040887640682433,0.005191293681827722,2.999976119822189,-11.999958645167727
2.6606457559899597,2.3877882381631958e-07,2.3877882381631958e-07,0.0030620821331163086,2.9999761063979293,-11.999958081952563
2.663456990045886,0.018040881007670494,0.018040881007670494,0.0017010734880264229,2.9999761030628047,-12.000002385269056
2.656086694053374,2.4541183504691108e-07,2.4541183504691108e-07,0.0053966470425574325,2.9999760912332545,-12.000016512256405
2.654522233573821,0.018040874374644165,0.018040874374644165,0.006110099908893883,2.999976083349946,-12.000033933782586
2.6586971326991646,2.5204486066552128e-07,2.5204486066552128e-07,0.004033898335172762,2.9999760703889,-12.000036698148994
2.6590022773538204,0.018040867741603451,0.018040867741603451,0.0038933105112440233,2.9999760583969297,-11.999979043643926
2.6555081709551915,2.5867790066642047e-07,2.5867790066642047e-07,0.00562435534687264,2.9999760434170213,-12.000033245661655
2.6581236378121127,0.018040861108548353,0.018040861108548353,0.004331856133994083,2.9999760299440505,-12.000025578210968
2.6582872215895774,2.6531095505484317e-07,2.6531095505484317e-07,0.0042318146061419565,2.9999760180408015,-11.999972033090078
2.6590930126367667,0.01804085447547887,0.01804085447547887,0.0038279749489802087,2.999976010467099,-12.000001955565132
2.655252345947795,2.7194402382709455e-07,2.7194402382709455e-07,0.005761950797519744,2.99997600105424,-11.999978188388187
2.6532024853615774,0.018040847842395,0.018040847842395,0.006773190977806915,2.9999759895366713,-12.000025503608644
2.6581943955602734,2.7857710698328506e-07,2.7857710698328506e-07,0.004276515733005389,2.9999759823644654,-12.000041942686877
2.6646978714105374,0.018040841209296749,0.018040841209296749,0.0010271155633305375,2.999975968951034,-12.000045029520779
2.665461366996973,2.8521020452439121e-07,2.8521020452439121e-07,0.0006591004642415843,2.9999759555462715,-12.000048463262708
2.6663227124458087,0.018040834576184113,0.018040834576184113,0.00021413699656672435,2.9999759448619767,-11.999958053615618
2.666195388038569,2.9184331644938042e-07,2.9184331644938042e-07,0.00027608187092291215,2.9999759350719306,-12.000038068639014
2.659955805750632,0.01804082794305709,0.01804082794305709,0.0034005805763657514,2.9999759221927986,-12.000033107091916
2.657788129095152,2.984764427619429e-07,2.984764427619429e-07,0.004492572057206525,2.999975910259851,-11.999973386069414
2.6563823097037895,0.018040821309915682,0.018040821309915682,0.005196033924325517,2.999975898831884,-11.999961692137413
2.658428519725673,3.0510958345895748e-07,3.0510958345895748e-07,0.004162687842539575,2.999975887589439,-12.000013113426773
2.6532615220070284,0.01804081467675989,0.01804081467675989,0.006743862902121086,2.999975877465084,-11.999952223125298
2.6651216982672365,3.1174273854096282e-07,3.1174273854096282e-07,0.0008409387035696176,2.999975868347895,-12.000023330589464
2.6572608149427883,0.018040808043589714,0.018040808043589714,0.004740067800526155,2.999975860617283,-12.000016716458372
2.6588345319314857,3.1837590800405734e-07,3.1837590800405734e-07,0.003957973886146477,2.999975847231034,-12.00001452839983
2.6529187811183075,0.018040801410405156,0.018040801410405156,0.006926235690790216,2.999975831574143,-11.999964058440652
2.6575560517939136,3.2500909185285784e-07,3.2500909185285784e-07,0.004596633025339929,2.999975821918388,-11.999996320876939
2.6552456107938247,0.018040794777206211,0.018040794777206211,0.005761330207212744,2.999975813874417,-12.000041146926904
2.6599886155569057,3.3164229008640156e-07,3.3164229008640156e-07,0.0033938786627200415,2.9999758072936396,-12.000048083391562
2.6647524477486657,0.018040788143992882,0.018040788143992882,0.0009950630658129697,2.9999758001516486,-12.00004193012216
2.6624516100379525,3.3827550270571844e-07,3.3827550270571844e-07,0.0021487033934420607,2.999975791177242,-11.99996392964679
